level_0,level_1,level_2,L3_data
0,3,3,1.4616504138978515e-05
0,3,4,1.4665518379972842e-05
0,3,5,1.602455098025211e-05
0,3,6,1.774449419971463e-05
0,3,7,1.906725657237373e-05
0,3,8,1.9632916083268695e-05
0,3,9,1.9581521101779736e-05
0,3,10,1.900856069329184e-05
0,3,11,1.8002881826897735e-05
0,3,12,1.6554839583719206e-05
0,3,13,1.5043809703690867e-05
0,3,14,1.4128318893740693e-05
0,3,15,1.4721874616111448e-05
0,3,16,1.7154669491397866e-05
0,3,17,2.094398578016455e-05
0,3,18,2.461965106898261e-05
0,3,19,2.677901914602735e-05
0,3,20,2.677999741259715e-05
0,3,21,2.541497600780843e-05
0,3,22,2.4013707449478124e-05
0,3,23,2.3568787715114188e-05
0,3,24,2.37019694154069e-05
0,4,0,1.1737699754566574e-05
0,4,1,1.3130954628442947e-05
0,4,2,1.3901018988741279e-05
0,4,3,1.383012523509897e-05
0,4,4,1.3176976536566936e-05
0,4,5,1.2708120723999168e-05
0,4,6,1.2941978619430585e-05
0,4,7,1.3979653776751275e-05
0,4,8,1.5295165973518575e-05
0,4,9,1.6352849783412927e-05
0,4,10,1.665509343592785e-05
0,4,11,1.6067542910424286e-05
0,4,12,1.4451406503840855e-05
0,4,13,1.2026551363799731e-05
0,4,14,9.300307330774476e-06
0,4,15,7.41082810455771e-06
0,4,16,7.397522253495481e-06
0,4,17,9.840971156525245e-06
0,4,18,1.4076911970265002e-05
0,4,19,1.8755032348852186e-05
0,4,20,2.223382713337272e-05
0,4,21,2.3725784233101036e-05
0,4,22,2.320463071378942e-05
0,4,23,2.1489564717000207e-05
0,4,24,1.9240961059443204e-05
0,5,0,1.1208989438961786e-05
0,5,1,1.0230888247166607e-05
0,5,2,8.5962495325923e-06
0,5,3,7.57042465875333e-06
0,5,4,8.098784929729545e-06
0,5,5,1.0182031201333214e-05
0,5,6,1.2683253469810843e-05
0,5,7,1.434951852457268e-05
0,5,8,1.4656444483959648e-05
0,5,9,1.4223254645122548e-05
0,5,10,1.3855592562888001e-05
0,5,11,1.3808852872782532e-05
0,5,12,1.3457503581797935e-05
0,5,13,1.2336208670695088e-05
0,5,14,1.0780568787908308e-05
0,5,15,1.005615796145771e-05
0,5,16,1.1111652226380425e-05
0,5,17,1.3888536624231897e-05
0,5,18,1.717454882793444e-05
0,5,19,1.980677570629189e-05
0,5,20,2.1219431067444795e-05
0,5,21,2.165387320454298e-05
0,5,22,2.1233713007229692e-05
0,5,23,1.991637152449219e-05
0,5,24,1.7531415711097807e-05
0,6,0,-3.41118931230354e-06
0,6,1,-3.144735479693006e-06
0,6,2,-4.562426822765846e-06
0,6,3,-6.1932536108190535e-06
0,6,4,-5.183952240511387e-06
0,6,5,-7.188786040287651e-07
0,6,6,3.976271520851185e-06
0,6,7,4.495638477653096e-06
0,6,8,-9.872629452525594e-07
0,6,9,-9.547769773390967e-06
0,6,10,-1.6268781840898515e-05
0,6,11,-1.7802769316069884e-05
0,6,12,-1.4809041860629722e-05
0,6,13,-1.0046400620791419e-05
0,6,14,-5.9696461631661e-06
0,6,15,-2.813306044265576e-06
0,6,16,-6.109617841779354e-08
0,6,17,2.3914038516170442e-06
0,6,18,3.3327909447606354e-06
0,6,19,2.0048952555263737e-06
0,6,20,-1.247259183754075e-06
0,6,21,-4.637882589636243e-06
0,6,22,-6.928015919711803e-06
0,6,23,-7.768240036701323e-06
0,6,24,-7.923273455508725e-06
0,7,0,1.3116513721209003e-05
0,7,1,1.1798475274911862e-05
0,7,2,9.828278683930318e-06
0,7,3,9.453738388396254e-06
0,7,4,1.139603201882035e-05
0,7,5,1.4249993265576415e-05
0,7,6,1.5630027967811584e-05
0,7,7,1.4397279810328785e-05
0,7,8,1.1507146377344592e-05
0,7,9,9.2227002676424e-06
0,7,10,9.044369723523351e-06
0,7,11,1.0733117153658631e-05
0,7,12,1.2629152471726627e-05
0,7,13,1.3326390058419802e-05
0,7,14,1.2632438985463696e-05
0,7,15,1.165999346840474e-05
0,7,16,1.1613904416882964e-05
0,7,17,1.3002320988809827e-05
0,7,18,1.5222932235922807e-05
0,7,19,1.7272159543315862e-05
0,7,20,1.822484411888157e-05
0,7,21,1.7848836440421526e-05
0,7,22,1.6423248276369433e-05
0,7,23,1.4709211001182924e-05
0,7,24,1.3340928639836314e-05
0,8,0,6.0828097324426575e-06
0,8,1,5.961492564704027e-06
0,8,2,5.664868174862151e-06
0,8,3,5.911545928070108e-06
0,8,4,6.777323246561416e-06
0,8,5,7.640193594662312e-06
0,8,6,7.893323102654468e-06
0,8,7,7.647391911671063e-06
0,8,8,7.775858161770316e-06
0,8,9,8.98474785034772e-06
0,8,10,1.0887649418370975e-05
0,8,11,1.1955840192929617e-05
0,8,12,1.0733736518844733e-05
0,8,13,7.174772868717638e-06
0,8,14,2.9692459130290243e-06
0,8,15,3.0961166803337516e-07
0,8,16,3.2025163137612764e-07
0,8,17,2.374164437095813e-06
0,8,18,4.962107312535239e-06
0,8,19,7.0115177124669375e-06
0,8,20,8.557175791570888e-06
0,8,21,1.0123370091763873e-05
0,8,22,1.1856660528181447e-05
0,8,23,1.318606052757508e-05
0,8,24,1.3435160320293195e-05
0,9,0,1.589685218217988e-05
0,9,1,1.1791741772155583e-05
0,9,2,8.120163289998285e-06
0,9,3,6.7939321413109e-06
0,9,4,8.329521095062761e-06
0,9,5,1.112312287911986e-05
0,9,6,1.2502732998229117e-05
0,9,7,1.0832593525497776e-05
0,9,8,7.15196206287491e-06
0,9,9,4.465620955909849e-06
0,9,10,5.271998632130381e-06
0,9,11,9.224960358778365e-06
0,9,12,1.337977792985459e-05
0,9,13,1.4694162688991378e-05
0,9,14,1.2765616455340251e-05
0,9,15,1.0023147580234167e-05
0,9,16,9.414827091176352e-06
0,9,17,1.1546114239435956e-05
0,9,18,1.4271449029821991e-05
0,9,19,1.476952913406654e-05
0,9,20,1.2308129800493665e-05
0,9,21,8.74072151263241e-06
0,9,22,6.7098600603943e-06
0,9,23,7.16751435008585e-06
0,9,24,8.875257348060068e-06
0,10,0,-2.999921242981447e-05
0,10,1,-3.174716696978442e-05
0,10,2,-3.6448748155620275e-05
0,10,3,-4.4756226560572565e-05
0,10,4,-5.410726859845884e-05
0,10,5,-6.081921829810644e-05
0,10,6,-6.322828192210284e-05
0,10,7,-6.256030855558169e-05
0,10,8,-6.155916012216746e-05
0,10,9,-6.209864702541622e-05
0,10,10,-6.444082612331698e-05
0,10,11,-6.776711346879319e-05
0,10,12,-7.109587941418554e-05
0,10,13,-7.333095758988974e-05
0,10,14,-7.336647777051342e-05
0,10,15,-7.066554995420873e-05
0,10,16,-6.647539850357517e-05
0,10,17,-6.347661757910414e-05
0,10,18,-6.393354707693905e-05
0,10,19,-6.738751335506447e-05
0,10,20,-7.09318912571085e-05
0,10,21,-7.17588679625278e-05
0,10,22,-7.022402251703816e-05
0,10,23,-6.948191974459072e-05
0,10,24,-7.2275047218195e-05
0,11,0,6.229379389374706e-06
0,11,1,7.754330230664819e-06
0,11,2,8.922913325206382e-06
0,11,3,8.696630344368783e-06
0,11,4,6.631265115388677e-06
0,11,5,3.4216982125379096e-06
0,11,6,6.561661466439909e-07
0,11,7,-2.5124925224948865e-07
0,11,8,9.765338062061842e-07
0,11,9,3.3117068936663383e-06
0,11,10,5.2816165016617885e-06
0,11,11,5.986700009108562e-06
0,11,12,5.566017180997747e-06
0,11,13,4.737599527935206e-06
0,11,14,4.139276649929054e-06
0,11,15,3.9106512789824635e-06
0,11,16,3.935020433615246e-06
0,11,17,4.161386720564083e-06
0,11,18,4.806634677952168e-06
0,11,19,6.08184313470745e-06
0,11,20,7.95070197002095e-06
0,11,21,9.972692579905556e-06
0,11,22,1.1572339850058204e-05
0,11,23,1.2269553581536179e-05
0,11,24,1.1990298848650567e-05
0,12,0,-3.04184242012429e-06
0,12,1,-2.7020706471962853e-06
0,12,2,-1.6366894393033016e-06
0,12,3,-8.126189377134093e-07
0,12,4,-1.0190859763237801e-06
0,12,5,-2.1788806489517784e-06
0,12,6,-3.449314210909827e-06
0,12,7,-3.986493393055418e-06
0,12,8,-3.6579017035888278e-06
0,12,9,-3.10122262072459e-06
0,12,10,-3.14916423258989e-06
0,12,11,-4.196715395807955e-06
0,12,12,-6.044640103728142e-06
0,12,13,-8.229992790355902e-06
0,12,14,-1.0408277967057794e-05
0,12,15,-1.2398390167045433e-05
0,12,16,-1.3913795275281363e-05
0,12,17,-1.4378281324637741e-05
0,12,18,-1.3172762582378319e-05
0,12,19,-1.0194183811575301e-05
0,12,20,-6.238835371912612e-06
0,12,21,-2.732045593619917e-06
0,12,22,-8.92644339026785e-07
0,12,23,-9.573590379579772e-07
0,12,24,-2.129859094341826e-06
0,13,0,1.4620892005457507e-06
0,13,1,-1.6204094243475258e-06
0,13,2,-3.2794957531976897e-06
0,13,3,-3.3956422819878353e-06
0,13,4,-2.4088089081053788e-06
0,13,5,-8.868372437681329e-07
0,13,6,8.452875406088281e-07
0,13,7,2.6568172857966112e-06
0,13,8,4.527531793138098e-06
0,13,9,6.241295390049013e-06
0,13,10,7.364313385162212e-06
0,13,11,7.273784923510681e-06
0,13,12,5.650048054680283e-06
0,13,13,2.778511262888037e-06
0,13,14,-3.700743736817935e-07
0,13,15,-2.7932318087805417e-06
0,13,16,-4.023195492304036e-06
0,13,17,-4.321911459004558e-06
0,13,18,-3.98070480066256e-06
0,13,19,-2.7598197482030616e-06
0,13,20,7.020818040440509e-08
0,13,21,4.5893217290270625e-06
0,13,22,9.439814824294177e-06
0,13,23,1.2124784665776139e-05
0,13,24,1.0880519016837616e-05
0,14,0,-2.3769700055117634e-05
0,14,1,-2.036306608792365e-05
0,14,2,-1.5116357105922678e-05
0,14,3,-1.2161965262365795e-05
0,14,4,-1.343797816294969e-05
0,14,5,-1.736583925156479e-05
0,14,6,-2.0472163618089936e-05
0,14,7,-2.043433683170344e-05
0,14,8,-1.7833804844432532e-05
0,14,9,-1.5409623463972263e-05
0,14,10,-1.555021283311694e-05
0,14,11,-1.8311815092995785e-05
0,14,12,-2.1315359613105545e-05
0,14,13,-2.1561570212839164e-05
0,14,14,-1.7708794873726773e-05
0,14,15,-1.1223488264723836e-05
0,14,16,-5.413829985839968e-06
0,14,17,-3.310185395268433e-06
0,14,18,-5.660516728997324e-06
0,14,19,-1.0667881539335701e-05
0,14,20,-1.5220868434251967e-05
0,14,21,-1.6882217846130233e-05
0,14,22,-1.5062883891813241e-05
0,14,23,-1.0977142668534606e-05
0,14,24,-6.684915178814422e-06
0,15,0,-3.2752747429867263e-06
0,15,1,-4.243760029050562e-06
0,15,2,-3.948007066030342e-06
0,15,3,-1.667336650459849e-06
0,15,4,1.7741758571235676e-06
0,15,5,4.509860244041513e-06
0,15,6,4.8908543193670906e-06
0,15,7,2.7613179075608e-06
0,15,8,-5.291753030246697e-07
0,15,9,-3.034136472356637e-06
0,15,10,-3.5541157229739905e-06
0,15,11,-2.167726982969393e-06
0,15,12,4.0349758433167285e-08
0,15,13,1.959757189767837e-06
0,15,14,3.0456157641005243e-06
0,15,15,3.497416633619997e-06
0,15,16,3.658634134663545e-06
0,15,17,3.565024099426981e-06
0,15,18,2.753782148012398e-06
0,15,19,8.1532697339978e-07
0,15,20,-2.1667818227075754e-06
0,15,21,-5.380332049781381e-06
0,15,22,-7.892555975336883e-06
0,15,23,-9.28236854790623e-06
0,15,24,-1.0043829650664204e-05
0,16,0,-8.928112895782326e-06
0,16,1,-1.0325242424276187e-05
0,16,2,-8.936565639130719e-06
0,16,3,-5.317432690253234e-06
0,16,4,-1.345338437708018e-06
0,16,5,7.519047319687628e-07
0,16,6,-4.880959157403065e-08
0,16,7,-2.866484076621815e-06
0,16,8,-5.531237884262405e-06
0,16,9,-6.311464799100205e-06
0,16,10,-5.090384172283472e-06
0,16,11,-3.2563780088402754e-06
0,16,12,-2.2187684221326774e-06
0,16,13,-2.240139873868485e-06
0,16,14,-2.303543706320123e-06
0,16,15,-1.3288164199443937e-06
0,16,16,7.604380928125975e-07
0,16,17,2.8534654624022663e-06
0,16,18,3.7001645258653904e-06
0,16,19,2.8052871796711197e-06
0,16,20,7.435763191574403e-07
0,16,21,-1.4879719880572035e-06
0,16,22,-2.979186000037347e-06
0,16,23,-3.2221456024065467e-06
0,16,24,-1.8728279585139058e-06
0,17,0,-1.6719621370334506e-06
0,17,1,-2.3518249278547447e-06
0,17,2,-2.3408448341531972e-06
0,17,3,-1.938558332417116e-06
0,17,4,-1.895019784283789e-06
0,17,5,-2.587885858851045e-06
0,17,6,-3.6726904533861204e-06
0,17,7,-4.412912260565106e-06
0,17,8,-4.414129450480709e-06
0,17,9,-3.920738553128863e-06
0,17,10,-3.5475984178333722e-06
0,17,11,-3.723629357772556e-06
0,17,12,-4.5342782715779666e-06
0,17,13,-5.89193778652857e-06
0,17,14,-7.7864035837527e-06
0,17,15,-1.0131716443872258e-05
0,17,16,-1.2531533173929912e-05
0,17,17,-1.4233380539687798e-05
0,17,18,-1.4599911703434182e-05
0,17,19,-1.3582276427424018e-05
0,17,20,-1.1826392914148749e-05
0,17,21,-1.0135595310893622e-05
0,17,22,-8.884433733189503e-06
0,17,23,-7.83606523566622e-06
0,17,24,-6.615315803176824e-06
0,18,0,-6.6816804648009385e-06
0,18,1,-4.763352016347563e-06
0,18,2,-2.5905858037392256e-06
0,18,3,-1.398071404930937e-06
0,18,4,-1.708483436471073e-06
0,18,5,-3.1857905723687496e-06
0,18,6,-4.849159818761294e-06
0,18,7,-5.811296265479122e-06
0,18,8,-5.494129408288201e-06
0,18,9,-3.881503757866722e-06
0,18,10,-1.3293355530503549e-06
0,18,11,1.2839787119073183e-06
0,18,12,2.909606421096543e-06
0,18,13,2.6369251872018383e-06
0,18,14,4.6338544289719763e-07
0,18,15,-2.7266669814339054e-06
0,18,16,-5.4902540088382905e-06
0,18,17,-6.89797831983914e-06
0,18,18,-6.859741248376524e-06
0,18,19,-6.1026440075868895e-06
0,18,20,-5.2559323167262645e-06
0,18,21,-4.6133328362345795e-06
0,18,22,-4.0174157126513794e-06
0,18,23,-3.498859645902361e-06
0,18,24,-3.1563974182852126e-06
0,19,0,-1.2982522221265684e-06
0,19,1,-2.1582085247352516e-06
0,19,2,-2.2363687701799745e-06
0,19,3,-1.8220340472895244e-06
0,19,4,-1.1969534958433654e-06
0,19,5,-7.096255654613122e-07
0,19,6,-4.011238187942256e-07
0,19,7,-8.323669567884537e-08
0,19,8,9.312680936623875e-07
0,19,9,3.0796320972565527e-06
0,19,10,6.14121053455662e-06
0,19,11,8.68747915629535e-06
0,19,12,9.213641279837393e-06
0,19,13,7.2188676231061e-06
0,19,14,4.223169834771075e-06
0,19,15,2.4542750771742945e-06
0,19,16,3.2856671659010583e-06
0,19,17,5.756746920881274e-06
0,19,18,7.820740604258895e-06
0,19,19,8.058850946876881e-06
0,19,20,7.354082325879151e-06
0,19,21,7.568221826837399e-06
0,19,22,9.788607687110181e-06
0,19,23,1.2692556909294865e-05
0,19,24,1.4044994563402771e-05
0,20,0,-3.855913934345866e-06
0,20,1,-4.836466167578199e-06
0,20,2,-7.341935436011841e-06
0,20,3,-1.015170388045676e-05
0,20,4,-1.1657727908250741e-05
0,20,5,-1.1260612506728833e-05
0,20,6,-9.938465036017378e-06
0,20,7,-9.243003068822255e-06
0,20,8,-9.684794616661405e-06
0,20,9,-1.0086912547442137e-05
0,20,10,-8.681936651931413e-06
0,20,11,-4.966439121595349e-06
0,20,12,-5.307871552528534e-07
0,20,13,2.0801468984891423e-06
0,20,14,1.4559315037586e-06
0,20,15,-1.5342610598005496e-06
0,20,16,-4.5785563994235465e-06
0,20,17,-5.871884159788898e-06
0,20,18,-5.459993701329443e-06
0,20,19,-4.831646313431086e-06
0,20,20,-5.424460756115688e-06
0,20,21,-7.443339258162605e-06
0,20,22,-9.976537601938085e-06
0,20,23,-1.1950537287681904e-05
0,20,24,-1.2935623963757067e-05
0,21,0,5.47064919538886e-06
0,21,1,5.091044775664983e-06
0,21,2,6.594918651107321e-06
0,21,3,8.835898905484162e-06
0,21,4,1.084229647970222e-05
0,21,5,1.1568614262531141e-05
0,21,6,1.0407048261463484e-05
0,21,7,6.852457894839197e-06
0,21,8,1.785598188571279e-06
0,21,9,-2.8495402196124005e-06
0,21,10,-4.359909355251917e-06
0,21,11,-1.8537204760193097e-06
0,21,12,3.292039244295681e-06
0,21,13,7.74616141826234e-06
0,21,14,9.556114122593799e-06
0,21,15,9.160833676265134e-06
0,21,16,9.244780428003468e-06
0,21,17,1.1307655804971226e-05
0,21,18,1.4603254719091731e-05
0,21,19,1.6295940903224127e-05
0,21,20,1.513732144599572e-05
0,21,21,1.2302898292636388e-05
0,21,22,1.1077835801998465e-05
0,21,23,1.2983790695786914e-05
0,21,24,1.7051671907926975e-05
0,22,0,-6.535050973646964e-06
0,22,1,-3.812958397397856e-06
0,22,2,2.9527295942271117e-07
0,22,3,3.02825641759634e-06
0,22,4,3.063969397961869e-06
0,22,5,1.4844349830903031e-06
0,22,6,8.988943271147563e-07
0,22,7,2.7848324228349366e-06
0,22,8,6.321814643732299e-06
0,22,9,8.843979758261854e-06
0,22,10,8.342314272771116e-06
0,22,11,4.855016508644878e-06
0,22,12,5.54009878322621e-07
0,22,13,-2.4104583139784153e-06
0,22,14,-3.29349928499513e-06
0,22,15,-3.265475233674209e-06
0,22,16,-3.760261050094602e-06
0,22,17,-5.450778768955066e-06
0,22,18,-7.6066118476027305e-06
0,22,19,-9.342176324182163e-06
0,22,20,-1.0103562598674178e-05
0,22,21,-1.0152543878920894e-05
0,22,22,-9.531159551555105e-06
0,22,23,-8.135419987361272e-06
0,22,24,-5.605121723639152e-06
0,23,0,-1.0956923322705964e-05
0,23,1,-1.1392310894529364e-05
0,23,2,-1.1674808495757822e-05
0,23,3,-1.2027611461752383e-05
0,23,4,-1.2504920506271729e-05
0,23,5,-1.2830403546018761e-05
0,23,6,-1.2562418824226425e-05
0,23,7,-1.1687280165379316e-05
0,23,8,-1.0976421143460886e-05
0,23,9,-1.1632604655458659e-05
0,23,10,-1.4212614270365997e-05
0,23,11,-1.7907411581933394e-05
0,23,12,-2.0985379727894497e-05
0,23,13,-2.226382827223451e-05
0,23,14,-2.2172715150693944e-05
0,23,15,-2.2358646354085622e-05
0,23,16,-2.4003021065832313e-05
0,23,17,-2.6589550228146102e-05
0,23,18,-2.828409249146834e-05
0,23,19,-2.7702235568392975e-05
0,23,20,-2.5190291824009498e-05
0,23,21,-2.2445699518849112e-05
0,23,22,-2.0775118539892868e-05
0,23,23,-1.9915999301895923e-05
0,23,24,-1.848714317853006e-05
0,24,0,-1.9453449663389814e-06
0,24,1,-7.102107276722757e-07
0,24,2,1.0884754548234972e-06
0,24,3,1.9082730433046284e-06
0,24,4,3.471583170756207e-07
0,24,5,-3.491312719667311e-06
0,24,6,-7.0314628864356966e-06
0,24,7,-7.097385779907404e-06
0,24,8,-1.944590485834342e-06
0,24,9,6.792248167689605e-06
0,24,10,1.534420492556564e-05
0,24,11,1.9832990623823635e-05
0,24,12,1.9082778870774745e-05
0,24,13,1.4582745131925071e-05
0,24,14,9.502496114710492e-06
0,24,15,6.001144102572226e-06
0,24,16,4.636700690269174e-06
0,24,17,4.2767466532639564e-06
0,24,18,4.058622656332737e-06
0,24,19,3.7490914997102558e-06
0,24,20,4.174624823891669e-06
0,24,21,5.609127098903412e-06
0,24,22,7.73608974825685e-06
0,24,23,9.311105206606274e-06
0,24,24,9.868627289944903e-06
0,25,0,-2.4594948205448e-06
0,25,1,-1.8180689719627239e-06
0,25,2,-3.63366060460622e-06
0,25,3,-6.4351025877371895e-06
0,25,4,-7.826260869578622e-06
0,25,5,-6.784421640178626e-06
0,25,6,-4.347955246623673e-06
0,25,7,-2.759621315782364e-06
0,25,8,-2.9553768480120325e-06
0,25,9,-3.663264223560017e-06
0,25,10,-2.2417100935139687e-06
0,25,11,2.5241486758721506e-06
0,25,12,9.086662362622196e-06
0,25,13,1.3692460443788014e-05
0,25,14,1.3474198738863555e-05
0,25,15,8.510091913758774e-06
0,25,16,2.142611374908296e-06
0,25,17,-1.741993475710342e-06
0,25,18,-1.1997404812114841e-06
0,25,19,2.3975545038805585e-06
0,25,20,6.06882210549611e-06
0,25,21,7.253802862005678e-06
0,25,22,5.782820917038862e-06
0,25,23,3.185385273881069e-06
0,25,24,1.4705860665245878e-06
0,26,0,-1.0643110344257648e-05
0,26,1,-3.509085600427749e-06
0,26,2,6.052452315694128e-06
0,26,3,1.2955000214374151e-05
0,26,4,1.2295560740814713e-05
0,26,5,4.6855619690036195e-06
0,26,6,-3.2710503781876e-06
0,26,7,-4.833534600897153e-06
0,26,8,-1.4422522636378547e-07
0,26,9,3.5588638088983855e-06
0,26,10,-6.919931858118485e-07
0,26,11,-1.1412316504785192e-05
0,26,12,-1.887106403798538e-05
0,26,13,-1.4114244022603032e-05
0,26,14,1.3552094103423358e-06
0,26,15,1.5751327198088968e-05
0,26,16,1.7067442112868028e-05
0,26,17,3.7658931899364995e-06
0,26,18,-1.4486955774419747e-05
0,26,19,-2.5946590661538426e-05
0,26,20,-2.6769914676127087e-05
0,26,21,-2.1901847824722495e-05
0,26,22,-1.7914105012024675e-05
0,26,23,-1.600262381757764e-05
0,26,24,-1.2849660561901881e-05
0,27,0,-1.909952396067479e-06
0,27,1,-2.8807437250912986e-06
0,27,2,-4.841536252956009e-06
0,27,3,-5.7545803209800126e-06
0,27,4,-4.994095641979212e-06
0,27,5,-3.246223652036843e-06
0,27,6,-1.1301951967547222e-06
0,27,7,1.2703817160825748e-06
0,27,8,3.856702357371278e-06
0,27,9,5.653229169691346e-06
0,27,10,5.529764000624518e-06
0,27,11,3.6178876207805317e-06
0,27,12,1.9780317041072913e-06
0,27,13,2.9239345771481203e-06
0,27,14,6.624387302719376e-06
0,27,15,1.0154626606124069e-05
0,27,16,9.798451577404742e-06
0,27,17,4.147893834863558e-06
0,27,18,-4.44295869177966e-06
0,27,19,-1.1937034613502448e-05
0,27,20,-1.5748642572282302e-05
0,27,21,-1.648450359768549e-05
0,27,22,-1.642058942313333e-05
0,27,23,-1.7146092728642054e-05
0,27,24,-1.817866158989715e-05
0,28,0,-1.924426101039459e-05
0,28,1,-1.601225001565475e-05
0,28,2,-1.1782717135884334e-05
0,28,3,-8.59391863808732e-06
0,28,4,-8.691042842224036e-06
0,28,5,-1.2103955637226957e-05
0,28,6,-1.6358708680989734e-05
0,28,7,-1.8408885690871515e-05
0,28,8,-1.740195784852196e-05
0,28,9,-1.5046065774029738e-05
0,28,10,-1.3823126633209262e-05
0,28,11,-1.4438460529286103e-05
0,28,12,-1.5606782120916388e-05
0,28,13,-1.5700395845404133e-05
0,28,14,-1.4903301432389275e-05
0,28,15,-1.4950506123640925e-05
0,28,16,-1.7421328211213912e-05
0,28,17,-2.1848924857502728e-05
0,28,18,-2.6255622130726267e-05
0,28,19,-2.875620290408495e-05
0,28,20,-2.9255156911177238e-05
0,28,21,-2.887940670175246e-05
0,28,22,-2.87023552729293e-05
0,28,23,-2.8465106624126577e-05
0,28,24,-2.733454850887981e-05
1,0,0,7.3308844663673935e-06
1,0,1,7.93820752869517e-06
1,0,2,7.793351269694154e-06
1,0,3,7.148080914036402e-06
1,0,4,6.560928683057378e-06
1,0,5,6.290160332382324e-06
1,0,6,6.298917961536648e-06
1,0,7,6.5067227634343504e-06
1,0,8,7.220879327784984e-06
1,0,9,8.822243162530712e-06
1,0,10,1.1264917957300043e-05
1,0,11,1.3583520693221433e-05
1,0,12,1.4495804389510092e-05
1,0,13,1.3360532074760718e-05
1,0,14,1.1070457914648495e-05
1,0,15,9.43747782326944e-06
1,0,16,9.882230313147412e-06
1,0,17,1.2075253692898292e-05
1,0,18,1.4272408206171556e-05
1,0,19,1.4570735132752011e-05
1,0,20,1.255751304152527e-05
1,0,21,9.36153377596288e-06
1,0,22,6.714646797316725e-06
1,0,23,5.400070290623136e-06
1,0,24,5.091627794807838e-06
1,1,0,4.642524987709454e-06
1,1,1,6.0991505537906905e-06
1,1,2,5.5413164347479435e-06
1,1,3,3.2517095502739235e-06
1,1,4,9.880023067658484e-07
1,1,5,3.314744548607676e-07
1,1,6,1.7842881109179799e-06
1,1,7,4.303272907942595e-06
1,1,8,6.698681276841964e-06
1,1,9,8.383158500172044e-06
1,1,10,9.872787550394903e-06
1,1,11,1.1435903545824187e-05
1,1,12,1.2686167040919872e-05
1,1,13,1.2490119212024132e-05
1,1,14,1.0644246827396e-05
1,1,15,8.215901217717564e-06
1,1,16,7.247075614729324e-06
1,1,17,8.541521281993194e-06
1,1,18,1.10891928666973e-05
1,1,19,1.2437670284974173e-05
1,1,20,1.1269825942689059e-05
1,1,21,8.193187817096878e-06
1,1,22,5.599098150306603e-06
1,1,23,5.0881922962617e-06
1,1,24,6.580367926834903e-06
1,2,0,3.6222443457950608e-06
1,2,1,6.0800986804188145e-06
1,2,2,7.238574297859645e-06
1,2,3,7.453034351281858e-06
1,2,4,7.445974176381196e-06
